날짜,코스피종가,날짜,코스닥종가,날짜,나스닥종가,날짜,환율종가,날짜,항셍종가
20200720,"2,198.20",20200720,781.96,20200724,"10,363.20",20200806,"1,183.50",20200720,"25,057.99"
20200717,"2,201.19",20200717,783.22,20200723,"10,461.40",20200805,"1,186.05",20200717,"25,089.17"
20200716,"2,183.76",20200716,775.07,20200722,"10,706.10",20200804,"1,193.20",20200716,"24,970.69"
20200715,"2,201.88",20200715,781.29,20200721,"10,680.40",20200803,"1,192.59",20200715,"25,481.58"
20200714,"2,183.61",20200714,778.39,20200720,"10,767.10",20200731,"1,193.59",20200714,"25,477.89"
20200713,"2,186.06",20200713,781.19,20200717,"10,503.20",20200730,"1,189.62",20200713,"25,772.12"
20200710,"2,150.25",20200710,772.81,20200716,"10,473.80",20200729,"1,189.79",20200710,"25,727.41"
20200709,"2,167.90",20200709,772.9,20200715,"10,550.50",20200728,"1,199.46",20200709,"26,210.16"
20200708,"2,158.88",20200708,765.96,20200714,"10,488.60",20200727,"1,195.57",20200708,"26,129.18"
20200707,"2,164.17",20200707,759.16,20200713,"10,390.80",20200724,"1,201.50",20200707,"25,975.66"
20200706,"2,187.93",20200706,759.9,20200710,"10,617.40",20200723,"1,201.45",20200706,"26,339.16"
20200703,"2,152.41",20200703,752.18,20200709,"10,547.80",20200722,"1,197.22",20200703,"25,373.12"
20200702,"2,135.37",20200702,742.55,20200708,"10,492.50",20200721,"1,193.92",20200702,"25,124.19"
20200701,"2,106.70",20200701,727.58,20200707,"10,343.90",20200720,"1,200.90",20200630,"24,427.19"
20200630,"2,108.33",20200630,737.97,20200706,"10,433.70",20200717,"1,203.44",20200629,"24,301.28"
20200629,"2,093.48",20200629,734.69,20200702,"10,207.60",20200716,"1,205.11",20200626,"24,549.99"
20200626,"2,134.65",20200626,750.58,20200701,"10,154.60",20200715,"1,200.50",20200624,"24,781.58"
20200625,"2,112.37",20200625,750.36,20200630,"10,058.80",20200714,"1,204.89",20200623,"24,907.34"
20200624,"2,161.51",20200624,759.5,20200629,"9,874.20",20200713,"1,203.37",20200622,"24,511.34"
20200623,"2,131.24",20200623,753.23,20200626,"9,757.20",20200710,"1,200.42",20200619,"24,643.89"
20200622,"2,126.73",20200622,751.64,20200625,"10,017.00",20200709,"1,196.98",20200618,"24,464.94"
20200619,"2,141.32",20200619,742.03,20200624,"9,909.20",20200708,"1,192.05",20200617,"24,481.41"
20200618,"2,133.48",20200618,737.33,20200623,"10,131.40",20200707,"1,196.75",20200616,"24,344.09"
20200617,"2,141.05",20200617,735.4,20200622,"10,056.50",20200706,"1,191.92",20200615,"23,776.95"
20200616,"2,138.05",20200616,735.38,20200619,"9,946.10",20200703,"1,198.93",20200612,"24,301.38"
20200615,"2,030.82",20200615,693.15,20200618,"9,943.00",20200702,"1,198.75",20200611,"24,480.15"
20200612,"2,132.30",20200612,746.06,20200617,"9,910.50",20200701,"1,201.51",20200610,"25,049.73"
20200611,"2,176.78",20200611,757.06,20200616,"9,895.90",20200630,"1,199.28",20200609,"25,057.22"
20200610,"2,195.69",20200610,758.62,20200615,"9,726.00",20200629,"1,199.16",20200608,"24,776.77"
20200609,"2,188.92",20200609,753.82,20200612,"9,588.80",20200626,"1,203.80",20200605,"24,770.41"
20200608,"2,184.29",20200608,753.04,20200611,"9,492.70",20200625,"1,202.21",20200604,"24,366.30"
20200605,"2,181.87",20200605,749.31,20200610,"10,020.30",20200624,"1,206.08",20200603,"24,325.62"
20200604,"2,151.18",20200604,742.37,20200609,"9,953.80",20200623,"1,207.46",20200602,"23,995.94"
20200603,"2,147.00",20200603,737.66,20200608,"9,924.80",20200622,"1,209.41",20200601,"23,732.52"
20200602,"2,087.19",20200602,743.58,20200605,"9,814.10",20200619,"1,211.83",20200529,"22,961.47"
20200601,"2,065.08",20200601,735.72,20200604,"9,615.80",20200618,"1,212.50",20200528,"23,132.76"
20200529,"2,029.60",20200529,713.68,20200603,"9,682.90",20200617,"1,215.41",20200527,"23,301.36"
20200528,"2,028.54",20200528,708.75,20200602,"9,608.40",20200616,"1,211.79",20200526,"23,384.66"
20200527,"2,031.20",20200527,724.59,20200601,"9,552.00",20200615,"1,208.55",20200525,"22,952.24"
20200526,"2,029.78",20200526,729.11,20200529,"9,489.90",20200612,"1,203.66",20200522,"22,930.14"
20200525,"1,994.60",20200525,719.89,20200528,"9,369.00",20200611,"1,206.10",20200521,"24,280.03"
20200522,"1,970.13",20200522,708.58,20200527,"9,412.40",20200610,"1,190.67",20200520,"24,399.95"
20200521,"1,998.31",20200521,716.02,20200526,"9,340.20",20200609,"1,198.40",20200519,"24,388.13"
20200520,"1,989.64",20200520,708.76,20200522,"9,324.60",20200608,"1,195.35",20200518,"23,934.77"
20200519,"1,980.61",20200519,696.36,20200521,"9,284.90",20200605,"1,202.02",20200515,"23,797.47"
20200518,"1,937.11",20200518,690.85,20200520,"9,375.80",20200604,"1,216.39",20200514,"23,829.74"
20200515,"1,927.28",20200515,691.93,20200519,"9,185.10",20200603,"1,215.79",20200513,"24,180.30"
20200514,"1,924.96",20200514,690.57,20200518,"9,234.80",20200602,"1,219.62",20200512,"24,245.68"
20200513,"1,940.42",20200513,691.53,20200515,"9,014.60",20200601,"1,222.92",20200511,"24,602.06"
20200512,"1,922.17",20200512,684.21,20200514,"8,943.70",20200529,"1,231.49",20200508,"24,230.17"
20200511,"1,935.40",20200511,685.04,20200513,"8,863.20",20200528,"1,237.97",20200507,"23,980.63"
20200508,"1,945.82",20200508,682.3,20200512,"9,002.50",20200527,"1,238.19",20200506,"24,137.48"
20200507,"1,928.61",20200507,668.17,20200511,"9,192.30",20200526,"1,230.90",20200505,"23,868.66"
20200506,"1,928.76",20200506,658.4,20200508,"9,121.30",20200525,"1,240.45",20200504,"23,613.80"
20200504,"1,895.37",20200504,641.91,20200507,"8,979.70",20200522,"1,240.59",20200429,"24,643.59"
20200429,"1,947.56",20200429,645.18,20200506,"8,854.40",20200521,"1,233.19",20200428,"24,575.96"
20200428,"1,934.09",20200428,644.93,20200505,"8,809.10",20200520,"1,227.26",20200427,"24,280.14"
20200427,"1,922.77",20200427,646.86,20200504,"8,710.70",20200519,"1,225.04",20200424,"23,831.33"
20200424,"1,889.01",20200424,632.96,20200501,"8,605.00",20200518,"1,225.13",20200423,"23,977.32"
20200423,"1,914.73",20200423,643.79,20200430,"8,889.50",20200515,"1,232.69",20200422,"23,893.36"
20200422,"1,896.15",20200422,635.16,20200429,"8,914.70",20200514,"1,227.03",20200421,"23,793.55"
20200421,"1,879.38",20200421,628.77,20200428,"8,607.70",20200513,"1,227.37",20200420,"24,330.02"
20200420,"1,898.36",20200420,637.82,20200427,"8,730.20",20200512,"1,226.64",20200417,"24,380.00"
20200417,"1,914.53",20200417,634.79,20200424,"8,634.50",20200511,"1,222.91",20200416,"24,006.45"
20200416,"1,857.07",20200416,623.43,20200423,"8,494.80",20200508,"1,219.65",20200415,"24,145.34"
20200414,"1,857.08",20200414,610.29,20200422,"8,495.40",20200507,"1,219.61",20200414,"24,435.40"
20200413,"1,825.76",20200413,596.71,20200421,"8,263.20",20200506,"1,228.55",20200409,"24,300.33"
20200410,"1,860.70",20200410,611.26,20200420,"8,560.70",20200505,"1,222.47",20200408,"23,970.37"
20200409,"1,836.21",20200409,615.95,20200417,"8,650.10",20200504,"1,224.14",20200407,"24,253.29"
20200408,"1,807.14",20200408,607.37,20200416,"8,532.40",20200501,"1,224.89",20200406,"23,749.12"
20200407,"1,823.60",20200407,606.9,20200415,"8,393.20",20200430,"1,212.94",20200403,"23,236.11"
20200406,"1,791.88",20200406,597.21,20200414,"8,515.70",20200429,"1,210.99",20200402,"23,280.06"
20200403,"1,725.44",20200403,573.01,20200413,"8,192.40",20200428,"1,221.31",20200401,"23,085.79"
20200402,"1,724.86",20200402,567.7,20200409,"8,153.60",20200427,"1,222.05",20200331,"23,603.48"
20200401,"1,685.46",20200401,551.84,20200408,"8,090.90",20200424,"1,230.53",20200330,"23,175.11"
20200331,"1,754.64",20200331,569.07,20200407,"7,887.30",20200423,"1,233.04",20200327,"23,484.28"
20200330,"1,717.12",20200330,542.11,20200406,"7,913.20",20200422,"1,233.55",20200326,"23,352.34"
20200327,"1,717.73",20200327,522.83,20200403,"7,373.10",20200421,"1,232.56",20200325,"23,527.19"
20200326,"1,686.24",20200326,516.61,20200402,"7,487.30",20200420,"1,220.58",20200324,"22,663.49"
20200325,"1,704.76",20200325,505.68,20200401,"7,360.60",20200417,"1,216.13",20200323,"21,696.13"
20200324,"1,609.97",20200324,480.4,20200331,"7,700.10",20200416,"1,228.94",20200320,"22,805.07"
20200323,"1,482.46",20200323,443.76,20200330,"7,774.10",20200415,"1,224.68",20200319,"21,709.13"
20200320,"1,566.15",20200320,467.75,20200327,"7,502.40",20200414,"1,212.46",20200318,"22,291.82"
20200319,"1,457.64",20200319,428.35,20200326,"7,797.50",20200413,"1,215.46",20200317,"23,263.73"
20200318,"1,591.20",20200318,485.14,20200325,"7,384.30",20200410,"1,211.05",20200316,"23,063.57"
20200317,"1,672.44",20200317,514.73,20200324,"7,417.90",20200409,"1,210.58",20200313,"24,032.91"
20200316,"1,714.86",20200316,504.51,20200323,"6,860.70",20200408,"1,215.76",20200312,"24,309.07"
20200313,"1,771.44",20200313,524,20200320,"6,879.50",20200407,"1,214.93",20200311,"25,231.61"
20200312,"1,834.33",20200312,563.49,20200319,"7,150.60",20200406,"1,224.60",20200310,"25,392.51"
20200311,"1,908.27",20200311,595.61,20200318,"6,989.80",20200403,"1,235.61",20200309,"25,040.46"
20200310,"1,962.93",20200310,619.97,20200317,"7,334.80",20200402,"1,227.35",20200306,"26,146.67"
20200309,"1,954.77",20200309,614.6,20200316,"6,904.60",20200401,"1,236.20",20200305,"26,767.87"
20200306,"2,040.22",20200306,642.72,20200313,"7,874.90",20200331,"1,218.30",20200304,"26,222.07"
20200305,"2,085.26",20200305,650.19,20200312,"7,201.80",20200330,"1,224.21",20200303,"26,284.82"
20200304,"2,059.33",20200304,641.73,20200311,"7,952.00",20200327,"1,212.23",20200302,"26,291.68"
20200303,"2,014.15",20200303,626.82,20200310,"8,344.30",20200326,"1,212.90",20200228,"26,129.93"
20200302,"2,002.51",20200302,627.66,20200309,"7,950.70",20200325,"1,232.00",20200227,"26,778.62"
20200228,"1,987.01",20200228,610.73,20200306,"8,575.60",20200324,"1,233.21",20200226,"26,696.49"
20200227,"2,054.89",20200227,638.17,20200305,"8,738.60",20200323,"1,272.50",20200225,"26,893.23"
20200226,"2,076.77",20200226,654.63,20200304,"9,018.10",20200320,"1,254.45",20200224,"26,820.88"
20200225,"2,103.61",20200225,656.95,20200303,"8,684.10",20200319,"1,257.86",20200221,"27,308.81"
20200224,"2,079.04",20200224,639.29,20200302,"8,952.20",20200318,"1,256.46",20200220,"27,609.16"
20200221,"2,162.84",20200221,667.99,20200228,"8,567.40",20200317,"1,239.72",20200219,"27,655.81"
20200220,"2,195.50",20200220,681.66,20200227,"8,566.50",20200316,"1,232.37",20200218,"27,530.20"
20200219,"2,210.34",20200219,684.78,20200226,"8,980.80",20200313,"1,211.28",20200217,"27,959.60"
20200218,"2,208.88",20200218,682.92,20200225,"8,965.60",20200312,"1,210.71",20200214,"27,815.60"
20200217,"2,242.17",20200217,692.59,20200224,"9,221.30",20200311,"1,192.57",20200213,"27,730.00"
20200214,"2,243.59",20200214,688.91,20200221,"9,576.60",20200310,"1,185.60",20200212,"27,823.66"
20200213,"2,232.96",20200213,687.61,20200220,"9,751.00",20200309,"1,200.88",20200211,"27,583.88"
20200212,"2,238.38",20200212,686.59,20200219,"9,817.20",20200306,"1,188.70",20200210,"27,241.34"
20200211,"2,223.12",20200211,682.34,20200218,"9,732.70",20200305,"1,188.72",20200207,"27,404.27"
20200210,"2,201.07",20200210,676.07,20200214,"9,731.20",20200304,"1,184.73",20200206,"27,493.70"
20200207,"2,211.95",20200207,672.63,20200213,"9,712.00",20200303,"1,180.50",20200205,"26,786.74"
20200206,"2,227.94",20200206,672.69,20200212,"9,726.00",20200302,"1,189.61",20200204,"26,675.98"
20200205,"2,165.63",20200205,661.32,20200211,"9,638.90",20200228,"1,200.20",20200203,"26,356.98"
20200204,"2,157.90",20200204,661.24,20200210,"9,628.40",20200227,"1,212.63",20200131,"26,312.63"
20200203,"2,118.88",20200203,646.85,20200207,"9,520.50",20200226,"1,212.31",20200130,"26,449.13"
20200131,"2,119.01",20200131,642.48,20200206,"9,572.20",20200225,"1,215.54",20200129,"27,160.63"
20200130,"2,148.00",20200130,656.39,20200205,"9,508.70",20200224,"1,219.08",20200124,"27,949.64"
20200129,"2,185.28",20200129,670.18,20200204,"9,468.00",20200221,"1,206.91",20200123,"27,909.12"
20200128,"2,176.72",20200128,664.7,20200203,"9,273.40",20200220,"1,204.71",20200122,"28,341.04"
20200123,"2,246.13",20200123,685.57,20200131,"9,150.90",20200219,"1,192.50",20200121,"27,985.33"
20200122,"2,267.25",20200122,688.25,20200130,"9,298.90",20200218,"1,190.95",20200120,"28,795.91"
20200121,"2,239.69",20200121,676.52,20200129,"9,275.20",20200217,"1,185.25",20200117,"29,056.42"
20200120,"2,262.64",20200120,683.47,20200128,"9,269.70",20200214,"1,182.46",20200116,"28,883.04"
20200117,"2,250.57",20200117,688.41,20200127,"9,139.30",20200213,"1,183.58",20200115,"28,773.59"
20200116,"2,248.05",20200116,686.52,20200124,"9,314.90",20200212,"1,178.51",20200114,"28,885.14"
20200115,"2,230.98",20200115,679.16,20200123,"9,402.50",20200211,"1,181.25",20200113,"28,954.94"
20200114,"2,238.88",20200114,678.71,20200122,"9,383.80",20200210,"1,187.17",20200110,"28,638.20"
20200113,"2,229.26",20200113,679.22,20200121,"9,370.80",20200207,"1,191.39",20200109,"28,561.00"
20200110,"2,206.39",20200110,673.03,20200117,"9,388.90",20200206,"1,185.28",20200108,"28,087.92"
20200109,"2,186.45",20200109,666.09,20200116,"9,357.10",20200205,"1,183.40",20200107,"28,322.06"
20200108,"2,151.31",20200108,640.94,20200115,"9,258.70",20200204,"1,182.90",20200106,"28,226.19"
20200107,"2,175.54",20200107,663.44,20200114,"9,251.30",20200203,"1,189.79",20200103,"28,451.50"
20200106,"2,155.07",20200106,655.31,20200113,"9,273.90",20200131,"1,194.97",20200102,"28,543.52"
20200103,"2,176.46",20200103,669.93,20200110,"9,178.90",20200130,"1,187.64",20191231,"28,189.75"
20200102,"2,175.17",20200102,674.02,20200109,"9,203.40",20200129,"1,178.68",20191230,"28,319.39"
20191230,"2,197.67",20191230,669.83,20200108,"9,129.20",20200128,"1,175.71",20191227,"28,225.42"
20191227,"2,204.21",20191227,661.24,20200107,"9,068.60",20200127,"1,176.70",20191224,"27,864.21"
20191226,"2,197.93",20191226,652.07,20200106,"9,071.50",20200124,"1,169.20",20191223,"27,906.41"
20191224,"2,190.08",20191224,638.91,20200103,"9,020.80",20200123,"1,168.54",20191220,"27,871.35"
20191223,"2,203.71",20191223,647.62,20200102,"9,092.20",20200122,"1,164.76",20191219,"27,800.49"
20191220,"2,204.18",20191220,649.73,20191231,"8,972.60",20200121,"1,169.01",20191218,"27,884.21"
20191219,"2,196.56",20191219,647.85,20191230,"8,946.00",20200120,"1,158.61",20191217,"27,843.71"
20191218,"2,194.76",20191218,648.95,20191227,"9,006.60",20200117,"1,160.44",20191216,"27,508.09"
20191217,"2,195.68",20191217,650.58,20191226,"9,022.40",20200116,"1,159.73",20191213,"27,687.76"
20191216,"2,168.15",20191216,644.44,20191224,"8,952.90",20200115,"1,157.91",20191212,"26,994.14"
20191213,"2,170.25",20191213,643.45,20191223,"8,945.70",20200114,"1,157.20",20191211,"26,645.43"
20191212,"2,137.35",20191212,636.94,20191220,"8,925.00",20200113,"1,153.95",20191210,"26,436.62"
20191211,"2,105.62",20191211,629.13,20191219,"8,887.20",20200110,"1,157.97",20191209,"26,494.73"
20191210,"2,098.00",20191210,627.11,20191218,"8,827.70",20200109,"1,158.72",20191206,"26,498.37"
20191209,"2,088.65",20191209,627.86,20191217,"8,823.40",20200108,"1,162.25",20191205,"26,217.04"
20191206,"2,081.85",20191206,628.1,20191216,"8,814.20",20200107,"1,167.30",20191204,"26,062.56"
20191205,"2,060.74",20191205,617.6,20191213,"8,734.90",20200106,"1,166.94",20191203,"26,391.30"
20191204,"2,068.89",20191204,625.27,20191212,"8,717.30",20200103,"1,164.95",20191202,"26,444.72"
20191203,"2,084.07",20191203,629.58,20191211,"8,654.00",20200102,"1,157.35",20191129,"26,346.49"
20191202,"2,091.92",20191202,634.5,20191210,"8,616.20",20200101,"1,154.02",20191128,"26,893.73"
20191129,"2,087.96",20191129,632.99,20191209,"8,621.80",20191231,"1,154.07",20191127,"26,954.00"
20191128,"2,118.60",20191128,640.18,20191206,"8,656.50",20191230,"1,156.97",20191126,"26,913.92"
20191127,"2,127.85",20191127,647.39,20191205,"8,570.70",20191227,"1,158.95",20191125,"26,993.04"
20191126,"2,121.35",20191126,651.59,20191204,"8,566.70",20191226,"1,161.30",20191122,"26,595.08"
20191125,"2,123.50",20191125,647.4,20191203,"8,520.60",20191225,"1,159.76",20191121,"26,466.88"
20191122,"2,101.96",20191122,633.92,20191202,"8,568.00",20191224,"1,162.52",20191120,"26,889.61"
20191121,"2,096.60",20191121,635.99,20191129,"8,665.50",20191223,"1,163.04",20191119,"27,093.80"
20191120,"2,125.32",20191120,649.87,20191127,"8,705.20",20191220,"1,158.99",20191118,"26,681.09"
20191119,"2,153.24",20191119,662.53,20191126,"8,647.90",20191219,"1,162.27",20191115,"26,326.66"
20191118,"2,160.69",20191118,669.34,20191125,"8,632.50",20191218,"1,166.57",20191114,"26,323.69"
20191115,"2,162.18",20191115,668.51,20191122,"8,519.90",20191217,"1,163.15",20191113,"26,571.46"
20191114,"2,139.23",20191114,663.31,20191121,"8,506.20",20191216,"1,167.48",20191112,"27,065.28"
20191113,"2,122.45",20191113,661.85,20191120,"8,526.70",20191213,"1,175.57",20191111,"26,926.55"
20191112,"2,140.92",20191112,665.14,20191119,"8,570.70",20191212,"1,171.89",20191108,"27,651.14"
20191111,"2,124.09",20191111,661.37,20191118,"8,549.90",20191211,"1,188.61",20191107,"27,847.23"
20191108,"2,137.23",20191108,664.6,20191115,"8,540.80",20191210,"1,189.49",20191106,"27,688.64"
20191107,"2,144.29",20191107,666.15,20191114,"8,479.00",20191209,"1,189.55",20191105,"27,683.40"
20191106,"2,144.15",20191106,669.68,20191113,"8,482.10",20191206,"1,185.51",20191104,"27,547.30"
20191105,"2,142.64",20191105,672.18,20191112,"8,486.10",20191205,"1,187.92",20191101,"27,100.76"
20191104,"2,130.24",20191104,668.45,20191111,"8,464.30",20191204,"1,191.15",20191031,"26,906.72"
20191101,"2,100.20",20191101,662.34,20191108,"8,475.30",20191203,"1,189.36",20191030,"26,667.71"
20191031,"2,083.48",20191031,658.52,20191107,"8,434.50",20191202,"1,184.78",20191029,"26,786.76"
20191030,"2,080.27",20191030,655.04,20191106,"8,410.60",20191129,"1,180.70",20191028,"26,891.26"
20191029,"2,092.69",20191029,658.3,20191105,"8,434.70",20191128,"1,178.09",20191025,"26,667.39"
20191028,"2,093.60",20191028,652.42,20191104,"8,433.20",20191127,"1,175.97",20191024,"26,797.95"
20191025,"2,087.89",20191025,652.37,20191101,"8,386.40",20191126,"1,172.42",20191023,"26,566.73"
20191024,"2,085.66",20191024,658.75,20191031,"8,292.40",20191125,"1,172.90",20191022,"26,786.20"
20191023,"2,080.62",20191023,658.98,20191030,"8,304.00",20191122,"1,179.33",20191021,"26,725.68"
20191022,"2,088.86",20191022,655.91,20191029,"8,276.80",20191121,"1,176.45",20191018,"26,719.58"
20191021,"2,064.84",20191021,649.18,20191028,"8,326.00",20191120,"1,169.82",20191017,"26,848.49"
20191018,"2,060.69",20191018,646.69,20191025,"8,243.10",20191119,"1,167.35",20191016,"26,664.28"
20191017,"2,077.94",20191017,649.29,20191024,"8,185.80",20191118,"1,166.23",20191015,"26,503.93"
20191016,"2,082.83",20191016,651.96,20191023,"8,119.80",20191115,"1,162.65",20191014,"26,521.85"
20191015,"2,068.17",20191015,646.8,20191022,"8,104.30",20191114,"1,168.08",20191011,"26,308.44"
20191014,"2,067.40",20191014,641.46,20191021,"8,163.00",20191113,"1,171.09",20191010,"25,707.93"
20191011,"2,044.61",20191011,632.95,20191018,"8,089.50",20191112,"1,165.53",20191009,"25,682.81"
20191010,"2,028.15",20191010,634.73,20191017,"8,156.90",20191111,"1,164.45",20191008,"25,893.40"
20191008,"2,046.25",20191008,635.41,20191016,"8,124.20",20191108,"1,158.60",20191004,"25,821.03"
20191007,"2,021.73",20191007,627.21,20191015,"8,148.70",20191107,"1,154.31",20191003,"26,110.31"
20191004,"2,020.69",20191004,621.84,20191014,"8,048.60",20191106,"1,160.41",20191002,"26,042.69"
20191002,"2,031.91",20191002,624.51,20191011,"8,057.00",20191105,"1,155.82",20190930,"26,092.27"
20191001,"2,072.42",20191001,632.1,20191010,"7,950.80",20191104,"1,162.79",20190927,"25,954.81"
